Company_Names,Cars_Names,Engines,cc_capacity,horsepower,top_speed_kmh,perf_0_100_s,price,Fuel_Types,seats,torque_nm
Peugeot,308 GTI,Inline-4,1598.0,270.0,250.0,6.0,35000.0,Petrol,5.0,330.0
Peugeot,508 PSE (Peugeot Sport Engineered),Hybrid I4,1598.0,360.0,250.0,5.2,55000.0,Hybrid,5.0,520.0
Peugeot,308 Allure,Inline-4,1199.0,130.0,205.0,9.3,25000.0,Petrol,5.0,230.0
Peugeot,2008 Allure,Inline-4,1199.0,130.0,200.0,9.7,27000.0,Petrol,5.0,230.0
Peugeot,3008 Allure,Inline-4,1499.0,180.0,210.0,8.0,30000.0,Petrol,5.0,250.0
Peugeot,5008 Allure,Inline-4,1499.0,180.0,200.0,8.5,33000.0,Petrol,7.0,250.0
Peugeot,508 Allure,Inline-4,1499.0,180.0,225.0,8.0,35000.0,Petrol,5.0,250.0
Peugeot,3008 GT,Inline-4,1598.0,200.0,220.0,7.5,35000.0,Petrol,5.0,280.0
Peugeot,508 GT,Inline-4,1598.0,225.0,235.0,6.8,40000.0,Petrol,5.0,300.0
Peugeot,3008 GT Hybrid,Hybrid I4,1598.0,300.0,235.0,6.0,45000.0,Hybrid,5.0,400.0
Peugeot,5008 GT Hybrid,Hybrid I4,1598.0,300.0,210.0,6.5,48000.0,Hybrid,7.0,400.0
Peugeot,208 Allure Premium,Inline-4,1199.0,130.0,200.0,9.5,28000.0,Petrol,5.0,230.0
Peugeot,Partner Tepee,Inline-4,1560.0,100.0,170.0,12.0,25000.0,Diesel,5.0,260.0
Peugeot,Expert L2H1,Inline-4,1997.0,120.0,160.0,13.0,30000.0,Diesel,3.0,320.0
Peugeot,Boxer L2H2,Inline-4,2200.0,130.0,140.0,14.0,35000.0,Diesel,3.0,350.0
Peugeot,Partner Electric,Electric Motor,,136.0,130.0,9.0,40000.0,Electric,5.0,260.0
Peugeot,Expert Electric,Electric Motor,,136.0,130.0,9.5,45000.0,Electric,5.0,260.0
Peugeot,208 PSE (Peugeot Sport Engineered),Hybrid I4,1598.0,225.0,250.0,5.5,45000.0,Hybrid,5.0,360.0
Peugeot,308 PSE,Hybrid I4,1598.0,360.0,250.0,5.0,55000.0,Hybrid,5.0,520.0
Peugeot,508 PSE,Hybrid I4,1598.0,360.0,250.0,5.2,60000.0,Hybrid,5.0,520.0
Peugeot,3008 PSE,Hybrid I4,1598.0,300.0,235.0,6.0,50000.0,Hybrid,5.0,400.0
Peugeot,2008 Active,Inline-4,1199.0,100.0,190.0,11.2,22000.0,Petrol,5.0,205.0
Peugeot,3008 Active,Inline-4,1499.0,130.0,200.0,10.0,30000.0,Petrol,5.0,240.0
Peugeot,5008 Active,Inline-4,1499.0,130.0,190.0,10.5,33000.0,Petrol,7.0,240.0
Peugeot,3008 Allure Premium,Inline-4,1499.0,130.0,200.0,9.8,32000.0,Petrol,5.0,240.0
Peugeot,5008 Allure Premium,Inline-4,1499.0,130.0,190.0,10.2,35000.0,Petrol,7.0,240.0
Peugeot,3008 GT Line,Inline-4,1598.0,180.0,210.0,8.5,35000.0,Petrol,5.0,250.0
Peugeot,5008 GT Line,Inline-4,1598.0,180.0,200.0,9.0,38000.0,Petrol,7.0,250.0
Peugeot,2008 GT,Inline-4,1199.0,130.0,200.0,9.3,25000.0,Petrol,5.0,230.0
Peugeot,5008 GT,Inline-4,1598.0,180.0,210.0,8.2,40000.0,Petrol,7.0,250.0
Peugeot,508 SW (Station Wagon),Inline-4,1598.0,180.0,220.0,8.4,35000.0,Petrol,5.0,300.0
Peugeot,508 Saloon,Inline-4,1598.0,180.0,210.0,8.6,37000.0,Petrol,5.0,300.0
Peugeot,308 Saloon,Inline-4,1199.0,130.0,200.0,9.0,28000.0,Petrol,5.0,230.0
Peugeot,301 Sedan,Inline-4,1199.0,82.0,180.0,12.0,20000.0,Petrol,5.0,115.0
Peugeot,208 Sedan,Inline-4,1199.0,100.0,190.0,11.2,22000.0,Petrol,5.0,205.0
Ford,Fusion (Mondeo),1.5L EcoBoost / 2.0L Hybrid,1500.0,205.0,220.0,7.5,32500.0,Petrol/Hybrid,5.0,300.0
Ford,Taurus,3.5L V6 / 2.0L EcoBoost,2000.0,282.5,220.0,6.5,37500.0,Petrol,5.0,400.0
Ford,Fiesta,1.0L EcoBoost / 1.5L,1000.0,142.5,200.0,7.0,20000.0,Petrol,5.0,210.0
Ford,Focus,1.0L EcoBoost / 1.5L / 2.0L,1000.0,210.0,220.0,6.5,25000.0,Petrol,5.0,275.0
Ford,KA+,1.2L Petrol,1200.0,77.5,165.0,10.5,13500.0,Petrol,5.0,120.0
Ford,EcoSport,1.0L Turbo Inline-3 / 2.0L,1000.0,144.5,180.0,9.0,22500.0,Petrol,5.0,185.0
Ford,Escape (Kuga),1.5L EcoBoost / 2.5L Hybrid,1500.0,190.5,190.0,7.5,31500.0,Petrol/Hybrid,5.0,215.0
Ford,Edge,2.0L EcoBoost / 2.7L V6,2000.0,292.5,200.0,6.5,40000.0,Petrol,5.0,437.5
Ford,Explorer,2.3L EcoBoost / 3.0L V6,2300.0,350.0,200.0,6.0,45000.0,Petrol,7.0,460.0
Ford,Expedition,3.5L EcoBoost / 5.4L V8,3500.0,387.5,180.0,6.5,62500.0,Petrol,8.0,725.0
Ford,Bronco,2.3L EcoBoost / 2.7L V6,2300.0,292.5,200.0,7.5,42500.0,Petrol,4.0,500.0
Ford,Bronco Sport,1.5L EcoBoost / 2.0L EcoBoost,1500.0,215.5,185.0,7.0,32000.0,Petrol,5.0,312.5
Ford,F-150,3.3L V6 / 5.0L V8 / 3.5L EcoBoost,3300.0,370.0,200.0,5.75,55000.0,Petrol/Diesel,5.0,550.0
Ford,F-250 Super Duty,6.2L V8 / 7.3L V8 / 6.7L Turbo-Diesel,6200.0,430.0,180.0,6.75,55000.0,Petrol/Diesel,5.0,875.0
Ford,F-350 Super Duty,6.7L Turbo-Diesel / 7.3L V8,6700.0,462.5,180.0,7.5,60000.0,Diesel,5.0,1125.0
Ford,Maverick,2.5L Hybrid / 2.0L EcoBoost,2500.0,220.5,180.0,7.25,26000.0,Hybrid/Petrol,5.0,315.0
Ford,Ranger,2.3L Turbo Inline-4 / 2.7L V6,2300.0,297.5,180.0,6.5,35000.0,Petrol/Diesel,5.0,470.0
Ford,Mustang Mach-E,Electric Motor,68.0,-95.0,180.0,3.5,52000.0,Electric,5.0,430.0
Ford,F-150 Lightning,Electric Motor,98.0,452.0,180.0,4.5,65000.0,Electric,5.0,1051.0
Ford,Escape Hybrid,2.5L Inline-4 + Electric,2500.0,200.0,180.0,7.7,33000.0,Hybrid,5.0,210.0
Ford,Explorer Hybrid,3.3L V6 + Electric,3300.0,318.0,180.0,7.5,52500.0,Hybrid,7.0,500.0
Ford,Mustang,5.0L V8,5000.0,450.0,250.0,4.3,55000.0,Petrol,4.0,530.0
Ford,GT,3.5L Twin-Turbo V6,3500.0,660.0,348.0,3.0,500000.0,Petrol,2.0,746.0
Ford,Focus ST,2.3L Turbo Inline-4,2300.0,280.0,250.0,5.7,30000.0,Petrol,5.0,420.0
Ford,Fiesta ST,1.5L Turbo Inline-3,1500.0,200.0,230.0,6.5,23000.0,Petrol,5.0,290.0
Ford,Bronco Raptor,3.0L Twin-Turbo V6,3000.0,400.0,220.0,5.5,70000.0,Petrol,4.0,583.0
Ford,Ranger Raptor,2.7L Twin-Turbo V6,2700.0,392.0,200.0,6.0,45000.0,Petrol,5.0,583.0
Ford,F-150 Raptor,3.5L Twin-Turbo V6,3500.0,450.0,200.0,5.0,70000.0,Petrol,5.0,691.0
Ford,Puma,Turbocharged Inline-3,1000.0,123.0,191.0,9.6,28000.0,Petrol,5.0,200.0
Ford,Territory,Turbocharged Inline-4,1500.0,140.0,180.0,11.0,32000.0,Petrol,5.0,225.0
Ford,Everest,Turbocharged Inline-4,2000.0,210.0,190.0,10.5,52000.0,Diesel,7.0,500.0
Ford,Flex,Naturally Aspirated V6,3500.0,287.0,200.0,7.9,31000.0,Petrol,7.0,345.0
Ford,Transit,EcoBlue Turbo Diesel,2000.0,170.0,160.0,12.0,43455.0,Diesel,,405.0
Ford,Transit Connect,Inline-4 Gasoline Engine,2000.0,162.0,175.0,10.5,29365.0,Petrol,,200.0
Ford,F-450 Super Duty,Turbocharged V8 Diesel,6700.0,475.0,165.0,8.5,61625.0,Diesel,,1424.0
Ford,F-550 Super Duty,Turbocharged V8 Diesel,6700.0,475.0,165.0,8.8,64540.0,Diesel,,1424.0
Ford,Mustang Shelby GT500,Supercharged V8,5200.0,760.0,290.0,3.5,79420.0,Petrol,2.0,847.0
Ford,Mustang Shelby GT350,Naturally Aspirated V8,5200.0,526.0,280.0,4.0,59140.0,Petrol,2.0,582.0
Ford,F-150 Platinum,Turbocharged V6,3500.0,400.0,180.0,6.5,64695.0,Petrol,5.0,678.0
Ford,F-150 Limited,Turbocharged V6,3500.0,450.0,190.0,6.1,84910.0,Petrol,5.0,678.0
Ford,Explorer Platinum,Turbocharged V6,3000.0,400.0,230.0,6.0,56505.0,Petrol,7.0,563.0
Ford,Expedition King Ranch,Turbocharged V6,3500.0,440.0,210.0,6.8,79560.0,Petrol,,691.0
Ford,Transit Custom,EcoBlue Turbo Diesel,2000.0,130.0,160.0,12.5,35000.0,Diesel,,385.0
Ford,E-Series Cutaway,V8 Gasoline Engine,7300.0,350.0,140.0,13.0,36000.0,Petrol,2.0,569.0
Ford,Transit Chassis Cab,EcoBlue Turbo Diesel,2000.0,170.0,160.0,11.5,37000.0,Diesel,2.0,405.0
Ford,Transit Electric (E-Transit),Electric Motor,89.0,266.0,140.0,9.0,52000.0,Electric,,430.0
Ford,Explorer Plug-in Hybrid,V6 Hybrid + Electric Motor,3000.0,457.0,225.0,6.0,53000.0,Hybrid,7.0,825.0
Ford,Maverick Hybrid,I4 Hybrid,2500.0,191.0,180.0,7.8,25000.0,Hybrid,5.0,210.0
Ford,Mustang (2024),V8 Gasoline Engine,5000.0,450.0,250.0,4.5,60000.0,Petrol,4.0,570.0
Ford,Ranger (2024),I4 Turbo Diesel,2000.0,210.0,180.0,8.0,40000.0,Diesel,5.0,500.0
Ford,Escape Plug-in Hybrid (2024),I4 Hybrid,2500.0,221.0,190.0,7.5,38000.0,Hybrid,5.0,210.0
Ford,Bronco (2024),V6 EcoBoost,2700.0,310.0,200.0,6.7,45000.0,Petrol,5.0,542.0
Ford,Explorer (2024),V6 Turbocharged,3000.0,400.0,230.0,5.9,55000.0,Petrol,7.0,563.0
Mitsubishi,Mirage,1.2L MIVEC,1200.0,78.0,170.0,12.0,17000.0,Petrol,5.0,100.0
Mitsubishi,Mirage G4,1.2L MIVEC,1200.0,78.0,170.0,12.0,18000.0,Petrol,5.0,100.0
Mitsubishi,Outlander,2.5L 4-Cylinder,2500.0,181.0,190.0,9.5,31500.0,Petrol,7.0,245.0
Mitsubishi,Outlander PHEV,2.4L Hybrid,2400.0,248.0,170.0,10.5,41000.0,Hybrid,5.0,300.0
Mitsubishi,Eclipse Cross,1.5L Turbo,1500.0,152.0,180.0,9.8,26500.0,Petrol,5.0,250.0
Mitsubishi,ASX (Outlander Sport),2.0L MIVEC,2000.0,148.0,190.0,10.0,24500.0,Petrol,5.0,197.0
Mitsubishi,Pajero,3.2L Diesel Turbo,3200.0,189.0,180.0,10.5,42500.0,Diesel,7.0,441.0
Mitsubishi,Pajero Sport,2.4L Diesel Turbo,2400.0,181.0,180.0,11.0,37500.0,Diesel,7.0,430.0
Mitsubishi,Triton (L200),2.4L Diesel Turbo,2400.0,181.0,177.0,10.5,30000.0,Diesel,5.0,430.0
Mitsubishi,Lancer Evolution X,2.0L Turbocharged,2000.0,291.0,240.0,5.0,45000.0,Petrol,5.0,407.0
Mitsubishi,i-MiEV (Electric),Electric Motor,16.0,66.0,130.0,15.0,24500.0,Electric,4.0,196.0
Mitsubishi,Xpander,1.5L MIVEC,1500.0,105.0,170.0,13.5,22500.0,Petrol,7.0,141.0
Mitsubishi,Delica D:5,2.2L Diesel Turbo,2200.0,145.0,175.0,11.0,37500.0,Diesel,7.0,360.0
Mitsubishi,Colt,1.1L / 1.5L MIVEC,1100.0,112.5,180.0,10.5,17500.0,Petrol,5.0,140.0
Mitsubishi,Grandis,2.4L MIVEC,2400.0,165.0,190.0,11.0,27500.0,Petrol,7.0,217.0
Mitsubishi,Outlander Black Edition,2.5L 4-Cylinder,2500.0,181.0,190.0,9.5,33500.0,Petrol,7.0,245.0
Mitsubishi,Outlander SEL,2.5L 4-Cylinder,2500.0,181.0,190.0,9.5,32500.0,Petrol,7.0,245.0
Mitsubishi,Outlander SE,2.5L 4-Cylinder,2500.0,181.0,190.0,9.5,30500.0,Petrol,7.0,245.0
Mitsubishi,Eclipse Cross Black Edition,1.5L Turbo,1500.0,152.0,180.0,9.8,29000.0,Petrol,5.0,250.0
Mitsubishi,ASX Exceed,2.0L MIVEC,2000.0,148.0,190.0,10.0,27000.0,Petrol,5.0,197.0
Mitsubishi,Triton Athlete,2.4L Diesel Turbo,2400.0,181.0,177.0,10.5,31000.0,Diesel,5.0,430.0
Mitsubishi,Pajero Final Edition,3.2L Diesel Turbo,3200.0,189.0,180.0,10.5,47500.0,Diesel,7.0,441.0
Mitsubishi,L200 Barbarian X,2.4L Diesel Turbo,2400.0,181.0,177.0,10.5,32500.0,Diesel,5.0,430.0
Mitsubishi,Space Star,1.2L MIVEC,1200.0,78.0,170.0,12.0,16000.0,Petrol,5.0,100.0
Mitsubishi,Lancer EX,1.6L MIVEC / 2.0L,1600.0,132.5,200.0,10.0,22500.0,Petrol,5.0,175.5
Mitsubishi,Montero Sport,2.4L Diesel Turbo,2400.0,181.0,180.0,11.0,37500.0,Diesel,7.0,430.0
Mitsubishi,Attrage,1.2L MIVEC,1200.0,78.0,170.0,12.5,16000.0,Petrol,5.0,100.0
Mitsubishi,RVR SE,2.0L MIVEC,2000.0,148.0,190.0,10.5,24000.0,Petrol,5.0,197.0
Mitsubishi,Delica Van,2.0L Diesel / 2.2L Diesel,2000.0,145.0,175.0,11.5,32500.0,Diesel,7.0,360.0
Mitsubishi,Canter (Truck),3.0L Diesel,3000.0,150.0,120.0,,40000.0,Diesel,2.0,370.0
Mitsubishi,Lancer GLX,1.6L MIVEC,1600.0,115.0,190.0,11.5,18500.0,Petrol,5.0,154.0
Mitsubishi,Pajero GLS,3.2L Diesel Turbo,3200.0,189.0,180.0,10.5,47500.0,Diesel,7.0,441.0
Mitsubishi,Xpander Cross,1.5L MIVEC,1500.0,105.0,170.0,12.0,22500.0,Petrol,7.0,141.0
Mitsubishi,Eclipse Cross PHEV,2.4L PHEV,2400.0,188.0,180.0,10.5,37500.0,Plug-in Hybrid,5.0,199.0
Mitsubishi,Outlander ES,2.5L 4-Cylinder,2500.0,181.0,190.0,9.5,29000.0,Petrol,7.0,245.0
Mitsubishi,Montero GLX,2.4L Diesel Turbo,2400.0,181.0,180.0,11.0,37500.0,Diesel,7.0,430.0
Mitsubishi,Triton GLX-R,2.4L Diesel Turbo,2400.0,181.0,177.0,10.5,31000.0,Diesel,5.0,430.0
Mitsubishi,ASX Dynamic,2.0L MIVEC,2000.0,148.0,190.0,10.0,26500.0,Petrol,5.0,197.0
Mitsubishi,Mirage ES,1.2L MIVEC,1200.0,78.0,170.0,12.5,16000.0,Petrol,5.0,100.0
Mitsubishi,Outlander LE,2.5L 4-Cylinder,2500.0,181.0,190.0,9.5,32500.0,Petrol,7.0,245.0
Mitsubishi,Fuso Fighter (Truck),7.5L Diesel,7500.0,240.0,120.0,,80000.0,Diesel,2.0,686.0
Mitsubishi,Fuso Canter Eco Hybrid,3.0L Diesel Hybrid,3000.0,150.0,120.0,,55000.0,Diesel Hybrid,2.0,370.0
Mitsubishi,Space Runner,1.8L MIVEC,1800.0,140.0,185.0,10.5,21500.0,Petrol,5.0,170.0
Mitsubishi,Toppo BJ,0.7L 3-Cylinder,660.0,52.0,130.0,15.0,11000.0,Petrol,4.0,60.0
Mitsubishi,Chariot,2.0L MIVEC,2000.0,140.0,185.0,10.5,21500.0,Petrol,7.0,170.0
Mitsubishi,Lancer SE Limited,2.0L MIVEC,2000.0,148.0,200.0,10.0,22500.0,Petrol,5.0,197.0
Mitsubishi,Pajero SWB (Short Wheel Base),3.2L Diesel Turbo,3200.0,189.0,180.0,10.5,47500.0,Diesel,5.0,441.0
Mitsubishi,Delica Space Gear,2.4L Petrol,2400.0,145.0,170.0,13.0,32500.0,Petrol,7.0,206.0
Mitsubishi,i (Kei Car),0.7L 3-Cylinder,660.0,64.0,130.0,15.5,13500.0,Petrol,4.0,94.0
Mitsubishi,Dion,2.0L 4-Cylinder,2000.0,135.0,180.0,11.5,16500.0,Petrol,7.0,181.0
Mitsubishi,Airtrek,2.4L 4-Cylinder,2400.0,160.0,190.0,11.0,22500.0,Petrol,5.0,214.0
Mitsubishi,eK Space,0.7L 3-Cylinder,660.0,52.0,130.0,15.0,11000.0,Petrol,4.0,60.0
Mitsubishi,eK X,0.7L 3-Cylinder,660.0,64.0,140.0,13.5,13500.0,Petrol,4.0,94.0
Mitsubishi,Colt CZC Convertible,1.5L Turbocharged,1500.0,147.0,200.0,9.5,27500.0,Petrol,4.0,210.0
Mitsubishi,Galant Fortis,2.0L MIVEC,2000.0,154.0,200.0,10.0,20000.0,Petrol,5.0,200.0
Mitsubishi,Endeavor,3.8L V6,3800.0,225.0,190.0,9.5,31500.0,Petrol,5.0,343.0
Mitsubishi,Grand Lancer,1.8L MIVEC,1800.0,138.0,190.0,11.5,22500.0,Petrol,5.0,173.0
Mitsubishi,Sigma,3.0L V6,3000.0,210.0,220.0,8.5,37500.0,Petrol,5.0,270.0
Mitsubishi,Town Box,0.7L 3-Cylinder,660.0,48.0,120.0,16.0,11000.0,Petrol,4.0,60.0
Mitsubishi,Minicab MiEV,Electric Motor,16.0,64.0,100.0,,19000.0,Electric,2.0,196.0
Mazda,Mazda3,2.0L SkyActiv-G,2000.0,155.0,200.0,8.9,24000.0,Petrol,5.0,213.0
Mazda,Mazda3 Hatchback,2.5L SkyActiv-G,2500.0,186.0,210.0,8.3,26000.0,Petrol,5.0,252.0
Mazda,Mazda6,2.5L Turbocharged,2500.0,250.0,240.0,6.4,31000.0,Petrol,5.0,420.0
Mazda,CX-3,2.0L SkyActiv-G,2000.0,146.0,180.0,9.5,23000.0,Petrol,5.0,197.0
Mazda,CX-30,2.5L SkyActiv-G,2500.0,186.0,204.0,8.7,25500.0,Petrol,5.0,252.0
Mazda,CX-5,2.5L SkyActiv-G,2500.0,187.0,200.0,8.8,29000.0,Petrol,5.0,252.0
Mazda,CX-50,2.5L Turbocharged,2500.0,256.0,220.0,6.9,32500.0,Petrol,5.0,434.0
Mazda,CX-8,2.2L Diesel,2200.0,187.0,200.0,9.2,39000.0,Diesel,7.0,450.0
Mazda,CX-9,2.5L Turbocharged,2500.0,250.0,210.0,7.2,41500.0,Petrol,7.0,420.0
Mazda,CX-90,3.3L Inline-6 Turbo,3300.0,340.0,240.0,6.2,55000.0,Petrol,7.0,500.0
Mazda,MX-5 Miata,2.0L SkyActiv-G,2000.0,181.0,225.0,6.5,30000.0,Petrol,2.0,205.0
Mazda,MX-5 Miata RF,2.0L SkyActiv-G,2000.0,181.0,225.0,6.5,36500.0,Petrol,2.0,205.0
Mazda,MX-30 Electric,Electric Motor,35.5,143.0,140.0,9.7,35000.0,Electric,5.0,271.0
Mazda,CX-4,2.0L SkyActiv-G,2000.0,158.0,190.0,9.6,25000.0,Petrol,5.0,202.0
Mazda,CX-7,2.3L Turbocharged,2300.0,244.0,210.0,7.9,30500.0,Petrol,5.0,350.0
Mazda,Tribute,3.0L V6,3000.0,200.0,190.0,9.0,27000.0,Petrol,5.0,270.0
Mazda,B-Series Pickup,2.5L Diesel,2500.0,143.0,170.0,11.5,22500.0,Diesel,5.0,330.0
Mazda,BT-50,3.2L Turbo Diesel,3200.0,200.0,180.0,10.0,31000.0,Diesel,5.0,470.0
Mazda,RX-7,1.3L Rotary Twin-Turbo,1300.0,276.0,250.0,5.5,40000.0,Petrol,4.0,314.0
Mazda,RX-3,1.2L Rotary,1200.0,110.0,180.0,8.9,17500.0,Petrol,4.0,145.0
Mazda,RX-Vision Concept,Rotary SkyActiv-R,,400.0,300.0,,,Petrol (Hybrid),2.0,
Mazda,323F,1.6L Inline-4,1600.0,105.0,180.0,10.5,16000.0,Petrol,5.0,145.0
Mazda,Familia Sedan,1.5L Inline-4,1500.0,100.0,175.0,11.0,14000.0,Petrol,5.0,135.0
Mazda,Premacy,2.0L Inline-4,2000.0,138.0,190.0,9.8,21000.0,Petrol,7.0,180.0
Mazda,Demio,1.5L SkyActiv-G,1500.0,108.0,180.0,10.2,15500.0,Petrol,5.0,142.0
Mazda,Millenia,2.3L Miller Cycle V6,2300.0,210.0,215.0,8.2,27500.0,Petrol,5.0,280.0
Mazda,Eunos Cosmo,2.0L Twin-Rotor Turbo,2000.0,280.0,240.0,6.0,45000.0,Petrol,4.0,300.0
Mazda,Atenza,2.5L SkyActiv-G,2500.0,192.0,210.0,8.5,25000.0,Petrol,5.0,252.0
Mazda,Roadpacer AP,1.3L Rotary,1300.0,130.0,170.0,11.5,22500.0,Petrol,5.0,165.0
Mazda,626,2.0L Inline-4,2000.0,140.0,190.0,9.5,20000.0,Petrol,5.0,180.0
Mazda,929,3.0L V6,3000.0,205.0,220.0,8.0,27500.0,Petrol,5.0,270.0
Mazda,Luce,1.8L Rotary,1800.0,135.0,180.0,10.5,17500.0,Petrol,5.0,170.0
Mazda,Capella,1.6L Inline-4,1600.0,110.0,175.0,11.2,16000.0,Petrol,5.0,145.0
Mazda,Carol,660cc Inline-3,660.0,63.0,140.0,15.5,10500.0,Petrol,4.0,90.0
Mazda,Autozam AZ-1,657cc Turbocharged Inline-3,657.0,63.0,140.0,11.0,15000.0,Petrol,2.0,85.0
Mazda,Spiano,660cc Inline-3,660.0,54.0,130.0,16.0,9000.0,Petrol,4.0,80.0
Mazda,Verisa,1.5L Inline-4,1500.0,113.0,170.0,11.0,16000.0,Petrol,5.0,140.0
Mazda,MX-6,2.5L V6,2500.0,164.0,210.0,8.8,21000.0,Petrol,4.0,215.0
Mazda,MPV,3.0L V6,3000.0,200.0,185.0,9.5,27500.0,Petrol,7.0,265.0
Mazda,Proceed Marvie,2.6L Inline-4,2600.0,120.0,160.0,12.0,22500.0,Petrol,5.0,200.0
Mazda,Sentia,3.0L V6,3000.0,200.0,200.0,9.0,25000.0,Petrol,5.0,265.0
Mazda,Cronos,2.5L V6,2500.0,160.0,190.0,8.5,20000.0,Petrol,5.0,210.0
Mazda,Scrum,660cc Inline-3,660.0,63.0,130.0,15.0,10000.0,Petrol,4.0,85.0
Mazda,Parkway,1.8L Inline-4,1800.0,115.0,160.0,12.5,22500.0,Petrol,5.0,155.0
Mazda,Titan (Truck),3.0L Inline-4,3000.0,130.0,120.0,15.0,27500.0,Diesel,2.0,300.0
Mazda,CX-60,2.5L Inline-4,2500.0,187.0,200.0,8.5,42500.0,Petrol/Diesel,5.0,250.0
Mazda,CX-80,3.0L Inline-6,3000.0,250.0,210.0,7.5,47500.0,Petrol,7.0,400.0
Mazda,T1500,1.5L Inline-4,1500.0,75.0,120.0,18.0,16500.0,Petrol,2.0,105.0
Mazda,Bongo Van,2.0L Inline-4,2000.0,100.0,160.0,14.0,20000.0,Petrol/Diesel,3.0,140.0
Mazda,Bongo Friendee,2.5L Inline-4,2500.0,115.0,160.0,12.5,22000.0,Petrol/Diesel,7.0,160.0
Mazda,Revue,1.3L Inline-4,1300.0,75.0,130.0,15.5,11000.0,Petrol,5.0,110.0
Mazda,Protegé,1.8L Inline-4,1800.0,125.0,185.0,9.0,16500.0,Petrol,5.0,170.0
Mazda,Xedos 6,2.5L V6,2500.0,170.0,215.0,8.5,27500.0,Petrol,5.0,230.0
Mazda,Xedos 9,3.0L V6,3000.0,200.0,220.0,7.5,32500.0,Petrol,5.0,260.0
Mazda,121,1.3L Inline-4,1300.0,70.0,155.0,13.0,13500.0,Petrol,5.0,110.0
Mazda,1200,1.2L Inline-4,1200.0,60.0,130.0,16.0,11000.0,Petrol,4.0,90.0
Mazda,1500,1.5L Inline-4,1500.0,85.0,145.0,14.0,13500.0,Petrol,5.0,120.0
Mazda,RX-2,1.3L Inline-2 (Wankel),1308.0,130.0,185.0,8.5,22500.0,Petrol,4.0,220.0
Mazda,RX-5,1.6L Inline-2 (Wankel),1588.0,135.0,190.0,8.0,27500.0,Petrol,4.0,210.0
Mazda,RX-7 Spirit R,1.3L Inline-2 (Wankel),1308.0,280.0,250.0,5.5,37500.0,Petrol,2.0,290.0
Mazda,Cosmo Sport (110S),1.0L Inline-2 (Wankel),1000.0,110.0,170.0,10.0,32500.0,Petrol,2.0,150.0
Mazda,Eunos 500,2.0L Inline-4,1998.0,135.0,200.0,9.0,26500.0,Petrol,5.0,170.0
Mazda,Eunos Roadster,1.6L Inline-4,1590.0,116.0,180.0,9.5,16500.0,Petrol,2.0,140.0
Mazda,Familia Astina,1.8L Inline-4,1800.0,135.0,200.0,8.5,21000.0,Petrol,5.0,170.0
Mazda,Savanna RX-7,1.3L Inline-2 (Wankel),1308.0,165.0,230.0,7.5,30000.0,Petrol,2.0,230.0
Mazda,Capella Cargo,2.0L Inline-4,2000.0,115.0,180.0,12.0,20000.0,Petrol,4.0,160.0
Mazda,818,1.6L Inline-4,1600.0,100.0,170.0,12.5,16000.0,Petrol,5.0,130.0
Mazda,Sentia Hardtop Coupe,2.5L V6,2500.0,160.0,210.0,8.0,32500.0,Petrol,4.0,220.0
Mazda,Biante,2.0L Inline-4,2000.0,150.0,185.0,10.0,24000.0,Petrol,7.0,200.0
Mazda,Premacy Hydrogen RE Hybrid,1.3L Wankel + Electric,1308.0,200.0,180.0,9.5,42500.0,Hybrid,5.0,260.0
Mazda,Carol P360,0.36L Inline-2,360.0,26.0,85.0,35.0,9000.0,Petrol,4.0,45.0
Mazda,T2000,2.0L Inline-4,2000.0,110.0,170.0,12.5,19000.0,Petrol,2.0,160.0
Mazda,AZ-Offroad,1.3L Inline-4,1298.0,85.0,145.0,12.0,16500.0,Petrol,5.0,130.0
Mazda,Scrum Wagon,0.66L Inline-3,657.0,64.0,120.0,15.5,11000.0,Petrol,4.0,95.0
Mazda,Persona,1.5L Inline-4,1497.0,92.0,160.0,13.5,14500.0,Petrol,5.0,130.0
Mazda,Astina,1.8L Inline-4,1800.0,140.0,190.0,8.5,22000.0,Petrol,5.0,160.0
Mazda,Etude,1.6L Inline-4,1598.0,105.0,170.0,10.0,15000.0,Petrol,5.0,135.0
Mazda,Porter,1.5L Inline-4,1497.0,95.0,130.0,14.0,13500.0,Petrol,2.0,130.0
Mazda,MX-3,1.6L Inline-4,1598.0,130.0,190.0,8.5,20000.0,Petrol,4.0,140.0
Mazda,MX-5 Superlight Concept,1.8L Inline-4,1798.0,143.0,200.0,7.5,32500.0,Petrol,2.0,160.0
Mazda,Premacy Hydrogen RE,1.3L Wankel + Electric,1308.0,200.0,180.0,9.5,42500.0,Hybrid,5.0,260.0
Mazda,Bongo Truck,2.0L Inline-4,1998.0,120.0,130.0,15.0,16500.0,Petrol,2.0,150.0
Mazda,Rotary Pickup,1.3L Wankel Rotary Engine,1308.0,130.0,150.0,14.5,20000.0,Petrol,2.0,160.0
Mazda,Luce Rotary Coupe,1.3L Wankel Rotary Engine,1308.0,135.0,175.0,12.0,27500.0,Petrol,4.0,180.0
Mazda,Millenia S,2.5L V6,2500.0,200.0,220.0,8.0,32500.0,Petrol,5.0,250.0
Mazda,787B (Race Car),2.6L Wankel Rotary Engine,2620.0,700.0,320.0,3.5,6000000.0,Petrol,1.0,500.0
